userName,content,score,thumbsUpCount,at
Berkah Jaya87,belanja di shopee top dah,5,0,2026-07-01 16:34:11
Aditya Jayadi,banyak diskon,5,0,2026-07-01 16:32:04
khamim bima,aplikasi yang iklannya terlebay muncul dimana mana mana gak bisa di skip lagi,1,0,2026-07-01 16:31:24
Fatoni 123,Alhmdulillah semenjak ada shoope belanja belanja jadi terasa nyaman dan menguntungkan.,5,0,2026-07-01 16:30:39
Aliya Kalija fitri,bgus,3,0,2026-07-01 16:30:38
Anya Hanae,"iklan lu menganggu, tombol x kecil banget, kalau kegeser dikit langsung dipindahin ke aplikasi nya",1,0,2026-07-01 16:30:24
Arif Wijaya,"proses pembayaran cepat,gratis pula😍😁",5,0,2026-07-01 16:27:39
Aldiansyah Siregar,"terlalu bnyak iklan dn lama pulak,awak mau nonton apa apa muncul shopee iklan temalung",1,0,2026-07-01 16:26:05
Shrn,wQplt d weeom yang 3l,3,0,2026-07-01 16:25:53
melaju 12,cape nunggu paket kurir nya ga nge wa,1,0,2026-07-01 16:23:44
Junida Adelia,"tolong iklannya yaa, sangat mengganggu. padahal pas iklan nggak kepencet tanda X, pindah sendiri ke aplikasinya itu ngeselin bangett",1,0,2026-07-01 16:23:33
Putra Galuh,"Q seneng dan ngerasa nyaman pake shoopee tapi sayang makin lama ko shoopee makin lemot parah cendrung bolak,balik sendiri parah minta ampun pada pihak yg terkait tolong di perenak lagi biar enteng lagi makasih",5,0,2026-07-01 16:22:43
Fyn cya,"kebanyakan iklan pls deh, kurang² in iklan nyaa",1,0,2026-07-01 16:20:19
Jurig Khejoe,kren,5,0,2026-07-01 16:19:47
Ardian Dwi,iklan lumayan gak seru,5,0,2026-07-01 16:19:37
Sitimarpuah BM,sukak bangett makasiii,5,0,2026-07-01 16:18:16
Atqan Akandra,praktis,5,0,2026-07-01 16:17:17
Erson Harid,kenapa kalau kembali nya gk bisa kalo kalo gk pakai tanda panah. Maksa banget,5,0,2026-07-01 16:14:02
MOH. ABDUS SALAM,mantap...,5,0,2026-07-01 16:13:28
Toni Ahmadi,Saya baru tau kalo di shopee bisa buat bisnis rejeki lancar harga sangat murah,5,0,2026-07-01 16:12:47
bhege marriot,"shoope memuaskan, benar2 memanjakan knsumen",5,0,2026-07-01 16:11:52
Rudi Hartono,mantapppp,5,0,2026-07-01 16:11:08
Nur Ainiyah,sangat baik,5,0,2026-07-01 16:08:50
adirolfain Ni,semoga slu ditingkatkan,5,0,2026-07-01 16:07:44
Ratu Ahnis,"enak sih sering belanja disini tapi tolong iklannya jangan terlalu maksa ya, kakak2 yang udah mau selesai kerjain tugas kuliah ilang cuman gara2 iklan shopee, semoga dibaca ya",2,0,2026-07-01 16:06:51
Akhmad Helwani,suka bgt soalnya murah murah harga produk nyaa,5,0,2026-07-01 16:04:27
Fazamusic12,APK TOLOL UDH MAH BANYAK IKLAN PENGIRIMAN LAMA BET AJG,1,0,2026-07-01 16:03:05
Gugum Gumawangsah,bagus,5,0,2026-07-01 16:02:38
Sinna Yu Shin A Agust D,"Males , banyak iklan...ada Sarwendah sama CEO numpang nya🗿🗿",1,1,2026-07-01 16:02:25
Satrya Nugraha,"Kinerja shopee sekarang sudah bagus banget, ok sekali",5,0,2026-07-01 15:59:41
Pekalongan 21,aku pernah download dan aku hapus lagi dan sekarang aku download lagi ini aplikasi yang membantu buat belanja²,5,0,2026-07-01 15:59:04
Rafaelrizqy73 El,okelah,5,0,2026-07-01 15:58:19
Halma,tepat waktu ramah barang diterima dengan baik,5,0,2026-07-01 15:57:55
Safrina,bintang bicara,5,0,2026-07-01 15:57:50
Camcer Roliando,ok,5,0,2026-07-01 15:56:55
Numa Dasha,heh lu gausah banyak iklan sengaja banget lu pada udah nekan (>>) sama (x) malah masuk shopee buat apasih kalo beli ini gw marah banget kecewa gw,1,0,2026-07-01 15:54:23
Muhammad Sanusi Wibysana,kenapa sih sekarang shopeefood nyari drivernya lama banget sampe 1 jam. Itu juga sampe gak jadi. Heran deh mana aplikasi paling berat,3,0,2026-07-01 15:53:43
the one,aplikasi jelek banget GK guna 👎,1,0,2026-07-01 15:53:01
eneng geulis,"tolong kurangi iklannya, sangat menganggu",3,0,2026-07-01 15:51:15
Yahya Sunardi,Kenapa Sy sekarang setiap Pembelian produk barang di Shope sdh tidak COD lagi ya ... Terima Kasih..,5,0,2026-07-01 15:50:49
M Mul,"siiip, baik cuma kadang lelet banget",5,0,2026-07-01 15:50:25
Darendra fico aziim mafala,iklan nya sangat menganggu,1,0,2026-07-01 15:50:21
Syifa Anggita,pengiriman nya lama..,1,0,2026-07-01 15:48:49
Kevin Mpaelo,trimah kasih,5,0,2026-07-01 15:47:57
HYPER Gaming,👍,5,0,2026-07-01 15:46:13
Bil Kurnia,Aplikasi dengan iklan termaksa banget.dimana muncul mulu,1,0,2026-07-01 15:46:07
r,"ini di aplikasi mana aja pasti ada iklan shopee, kalau mau iklanin aplikasi lu jangan terlalu maksa gitu lah aku muak kalau salah pencet aja pasti ke play store shopee",1,0,2026-07-01 15:45:44
Humaedi Medol,mantap,5,0,2026-07-01 15:45:22
Soleh Setiana,Sering ga ada gambar di hp saya,5,2,2026-07-01 15:45:06
Ni Putu Marseli Krishi Mirah Edlin,"lagi scroll tt tiba tiba ada iklan Shopee, gaseru.",1,0,2026-07-01 15:43:15
Grasia,"IKLAN DI KURANGI!!saya ga pencet apapun tiba"" masuk ke apk nya, tombol × ada yang palsu, jadi pas di tekan malah masuk ke apk, MOHON DI KURANGI IKLAN NYA!, kasian orang yang lagi fokus di dalam apk tiba"" muncul iklan dan masuk ke apk padahal ga mencet",2,0,2026-07-01 15:42:53
Syarif Pml,iklannya maksa banget gw lagi nyari hiburan di tiktok terus kepencet iklan shopee,1,0,2026-07-01 15:42:41
dwi marabunta,Online shop terpercaya,5,0,2026-07-01 15:41:42
Mellin Novia,"ga di pencet iklannnya pun kebuka shopee, tolong lah pe dah banyak pengguna mu tuh jgn bikin iklan trus",1,0,2026-07-01 15:41:03
Mus Jop,tolong itu spx warunggung Lebak Banten sering banget melewati estimasi tapi belum di kirim kirim tuh paket nya tolong tindak lanjuti,1,0,2026-07-01 15:40:47
Raven Zhao,"Too many pop-up ads are unnecessary. If you want to destroy trade between producers and distributors, Just get out of here. You bastard. You're messing everything up with online shopping.",1,0,2026-07-01 15:40:05
Sri Haryanti,sangat membantu saat tidak ada waktu buat belanja,5,0,2026-07-01 15:39:33
Hendry pratama widjaya,puas menggunakan shopee,5,0,2026-07-01 15:39:11
Garuda 76,ok banget,5,0,2026-07-01 15:36:12
El-syam Qalbi,sangat membantu,5,0,2026-07-01 15:35:53
Kristiono Setiyadi,lebih baik lagi,5,0,2026-07-01 15:35:24
Naila Zhafira,sumpah gedek banget dikit dikit dijawab AI. cs shopee banyak kan? harus banget AI mulu? lama bgt tersambung ke cs,2,0,2026-07-01 15:32:59
Xyn_stpd,"shopee tuh iklan nya maksa banget, di cc ada, di tt apalagi, di mllo juga banyakk sumpah pusing banget. lagian min kalo mau bikin iklan bisa ga yang ga mengganggu ketenangan? mana kalo skip selalu masuk apk atau kadang ada tuh yang di web"", jujur kasian banget yg tugasnya ampe ilang perkara iklan lu min, kata gua mah perbaiki lagi deh lama-lama bikin perkara doang. btw gua mampir buat kasih rate sama ulasan doang, terakhir kali download malah bikin badmood, sekian tnx.",3,0,2026-07-01 15:32:53
Nayla Khairul,bagus,5,0,2026-07-01 15:31:59
Milala 366,sangat puas,5,0,2026-07-01 15:30:48
Yaz Aja,"hemmm, oke aja sih tapi tolong untuk iklannya yaa Shoope jangn terlalu banyak kita² juga jadi kecewa.",5,0,2026-07-01 15:29:34
Muhammad Rayyan,baik,5,0,2026-07-01 15:29:30
Oktarina Pratiwi,"pengiriman nya lelet, paket ku dari tanggal 27 juni sampe 1 juli ga dateng2 :))) mengecewakan banget pliss",1,0,2026-07-01 15:29:03
Shaqeela Sheikha Radhita,"suka sama barang nya,tapi iklan nya bikin males ke shoopee",2,0,2026-07-01 15:27:00
rusdi Ryfal,keren,1,0,2026-07-01 15:26:51
Sajaddz,iklan mulu sering bermunculan gaada abis nya,1,0,2026-07-01 15:26:36
xbetsx,"tolong penjual'y di sortir lbh ketat, msh bnyk berkeliaran penjual brg kw yg ngaku ori.... ini sungguh meresahkan",5,0,2026-07-01 15:26:16
Meme Cha,sangat puas belanja di shopeedan sangat membantu...,5,0,2026-07-01 15:25:18
Azril Prayoga,idk,1,0,2026-07-01 15:25:11
Sheryl Zelda,iklan nya maksa bgt🥱🥱,1,0,2026-07-01 15:24:20
Rochmad Rochmad.,tidak bisa update aplikasi.,1,0,2026-07-01 15:23:15
trisma agustina,"iklan nya udh kaya iklan jud0l aja, maksa banget",1,0,2026-07-01 15:22:35
Rahmat 08,padahal gapernah cancel/return barang tpi akun gw udh gabisa COD,1,0,2026-07-01 15:21:46
Pendi Sidabalok,cukup bintang yg berbicara,5,0,2026-07-01 15:19:37
Juniati Adirini,oke da,5,0,2026-07-01 15:19:27
imelda dwi cahya,Terimakasih untuk Spinjam udah diacc setelah sekian lama ditolak terus cuman bisa gunain paylater doang limit juga gak naik naik hehe terimakasih,5,0,2026-07-01 15:16:56
Refina Zahra,"bikin iklan ngotak dikin dong, mana ada orang lagi nonton film, main game, ngedit video,dll. yang tiba-tiba mau belanja cuma karena iklan aplikasi lo, jadi nggak usah bikin iklan yang nggak di pencet tau-tau langsung pindah aplikasi.",1,0,2026-07-01 15:16:20
Supri,membantu,5,0,2026-07-01 15:13:34
syela Syela,"mohon maaf yah sama shoope nih, jujur kesel banget iklan nya itu loh udah durasinya panjang, tombol (X) nya juga bohongan kan anj banget, lagi asik di apk lain tiba tiba muncul nih iklan kesel banget sumpah, maksa banget sampah..",1,0,2026-07-01 15:12:47
anonim xyz,"liat video barangnya bagus, pas ditelusuri ternyata bentuk barangnya beda, akhirnya males nyari barang disini, auto nyari dipasar lokal, lebih jelas dan nyata barangnya, tanpa harus kena prank video2 gak jelas dari seller 😁😁😁",1,0,2026-07-01 15:12:36
Balikpapan Balikpapan,sy pengguna lama shopee dr jaman pandemi sy stia co dsini..tp akhir2 ini shopee sering membatalkan sepihak checkout an sy... barang yg sy co dr shopee supermarket.dn official brand tertentu d batalin sepihak.. jujur kecewa berat..sy pikir barang ny sdh masuk pengiriman ternyata malah d batalin 😭 kalo ad bintang minus untuk mu shopee..brasa bngt d PHP in,1,0,2026-07-01 15:12:33
Adytia saputra,"banyak iklan buka apk apa iklan selalu tiba"" ke shope terlalu mengganggu bikin hp lag,apk apaan ini 4hari barang nge stuck di transit kabupaten ga di angkut"" kurir,apk jelek buruk pengiriman buruk,kurir buruk, smuanya buruk ga"" lgi dah mesen di sinih selalu di kecewakan",1,0,2026-07-01 15:11:56
Amelia Jelita,"jujur kecewa banget sama iklan shopee. iklan nya maksa banget, pas aku pencet lewati malah langsung masuk ke shoope. pas balik ke aplikasi yang aku pake buat ngerjain tugas poster aku malah disuruh login ulang dan semua hasil editanku hilang, padahal udah hampir 3 jam ngerjain dan tinggal sedikit lagi selesai, sedih banget karna harus mulai dari awal lagi. semoga ke depannya iklan shopee bisa dibuat lebih mudah dilewati dan ga sampai bikin pengguna rugi seperti ini.",1,0,2026-07-01 15:10:35
Nana Rukmana,mantap,5,0,2026-07-01 15:10:06
Istri nagi Pie piw,"iklan nya mengganggu banget, lagi buka web / apk yg ada iklan nya jadi ribet, iklan nya juga lama banget & maksa,kalo mau skip iklan nya malah kebuka Shopee, ga di pencet apa apa juga tetep masuk ke apk Shopee nya, hilangin tanda silang palsu di iklan, durasi iklan nya kepanjangan, tolong ya karena ga semua orang suka sama Shopee.",1,0,2026-07-01 15:09:01
Muna Chan,"bisa ga iklan lu gausah ganggu gua, berlebihan banget. iklan lu udah dimana-mana, muak banget ama iklan nya. gua rate bintang 0 lama-lama ya",1,0,2026-07-01 15:07:55
Salma Juna,"tidak bisa memasukan no handphon,padahal belum pernah login shopee",1,0,2026-07-01 15:07:16
Kaka Nona,pake Qris dari shopee...untung banyak,5,0,2026-07-01 15:07:12
Jdjdjd Bdbdbd,lagi nonton bkp tiba tiba ada iklan Jing,1,0,2026-07-01 15:07:03
Melan Pratiwi,"iklannya dimanaa manaa, apalgi nggk mencet tanda silang (x) tibaa tibaa masuk aplikasi, nggk jelas bangt iklan dimana manaa tapi pelayanan pengirimannya lamaa bisa sampe berminggu²,mana sering eror jelek kualitasnya",1,0,2026-07-01 15:06:55
Nainun Ndilao,terbaik,5,0,2026-07-01 15:06:14
Khalil Ghufron,haduh tukang kurir males banget kirim ke tempat lokasi udah lama banget sampe nya dan ya kalo tempat nya di pelosok hedeh,1,0,2026-07-01 15:05:46
Heriyano 04,"nemudahkan belanja, sesuai kebutuhan anda",5,0,2026-07-01 15:04:38
Andi Huriyyatul Jannah,tolong iklannya di hilangkan saja,2,0,2026-07-01 15:03:49
Hezel,"emang anjg nih apk😡😵‍💫, plis iklan lu tuh ngeganggu banget stnh, demi Unger,iklan nya maksa banget jir😹",1,0,2026-07-01 15:03:14
Aki Saepudin,good luck,5,0,2026-07-01 15:02:47
upan taupan,harganya murah murah dari toko,5,0,2026-07-01 15:02:10
rambun rambun,iklan maksa soasik,1,0,2026-07-01 15:01:25
Lee Min,tolong iklannya dikurangin deh benci bgt sumpah lagi buat tugas di apk lain tiba tiba masuk shope dah gituu bukan sekali dua kali mana iklan nya lama bagt sampe tugas ku ilang semua gosa kebanyakan hara huru deh bikin males aja jadi nya apk nya aku hps terus,1,0,2026-07-01 15:01:14
Dory Dargo,bagus selama ini gak ada kendala,5,0,2026-07-01 14:59:25
muchammad rouf,mudah digunakan aman banyak barangnya,5,0,2026-07-01 14:57:45
Zukyarlis Idrus,Belanja puas dan mudah,5,0,2026-07-01 14:57:40
Alia Hentii,assalamu'alaikum sobat,5,0,2026-07-01 14:57:37
Gung Sinta,"shopee berkolaborasi sama judol kah? kenapa ya setiap saya buka link di google yang tidak saya ketahui sudah menjadi link judol saat saya klik klik untuk meninggalkan link tsbt malah ber alih ke apk shopee, tiba tiba aja gitu masuk ke shopee.",1,0,2026-07-01 14:57:04
zrr nihh,sangat baik,5,0,2026-07-01 14:53:34
Maylani,"ini itu salah satu aplikasi ter CAPER yg pernah gua temuin, mana bikin tanda silang palsu lagi biar kepencet masuk ke app nya,jujur ga nyaman kalo lagi ngerjain tugas tpi tiba² ke log in kesini,sampe tugas aku ilang,klo bikin iklan mah sewajarnya aja ga usah maksa² bngt, tolong di perbaiki ya iniii🙏🏻",1,0,2026-07-01 14:51:26
Alya San,tidak memenuhi expetasi,1,0,2026-07-01 14:50:52
Tamla Tim,"Good app, but too much advertisement",3,0,2026-07-01 14:50:48
agus xexewxe,"shopeefood lama dapat driver, driver shopee banyak pilih pilih, admin shopee slow respon👎",1,0,2026-07-01 14:50:28
tiara Azzahra,IKLAN NYA TOLONG LAH LEBAY BANGET RIBET BENCI BANGEt,1,0,2026-07-01 14:50:11
Ellyn123,Karena aku lagi mood aja🤭,5,0,2026-07-01 14:48:51
amel,apk terbaru memaksa,1,0,2026-07-01 14:46:27
Rizky Muhammad,iklan nya jangan maksa aku sering salah pen cet trs juga tombol x nya kecil kalo bisa di gedein dong jangan suka maksa juga udah di pencet malah masuk ke aplikasi nyebelin tau ga,1,0,2026-07-01 14:46:05
Fajar Brian Padangan,Shopee Indonesia is. good,5,0,2026-07-01 14:45:56
luna chii,wkwk mau aja sih ngasih bintang 1,1,0,2026-07-01 14:42:33
Je Je,"pengiriman spx lama, tidak ada konfirmasi wa. riwayat dari pavi diatar sampai sore ga ada datang.",1,0,2026-07-01 14:42:18
rosk kanah,mantul,5,0,2026-07-01 14:42:02
Ade Salsabila,IKLAN LU GANGGUUU,1,0,2026-07-01 14:41:18
Annaaa,"Plisss lah iklannya gausah maksa gitu, sering pas lgi ngerjain tugas jadi keganggu krn pas dipencet silang bahkan belum dipencet malah masuk ke apk lain. Orang dah cape' ngerjain tugas tiba' harus ngulang dari awal bahkan sampe kehapus semua. Iklan memang bagus buat promosi tapi dipikir lagi lah, ga semua orang suka sm iklan yang kek itu, ujung''nya malah ngeganggu.",1,0,2026-07-01 14:40:25
Amandabttrflyx,"iklannya rese banget, maksa buat masuk ke apknya",1,0,2026-07-01 14:38:44
Abu Syafiq,"belanja mudah , barang lengkap banyak promo",5,0,2026-07-01 14:38:30
E di,"iklannya di aplikasi lain terlalu meresahkan, hampir semua aplikasi isinya iklan shopee, udh gitu iklannya terlalu memaksakan susah di skip",1,0,2026-07-01 14:38:20
Kharizha Putri Naura,"benci bgt ,ganggu gwe main ,kl ngiklan itu mengajak bukan maksa ,mana ga maen maen iklannya banyak dn lama ,saya tidak suka karna terlalu banyak iklan,saya benci shopee.",1,0,2026-07-01 14:37:16
Ajo Sanjaya,sangat memuaskan,5,0,2026-07-01 14:37:03
mgrjavier haqqi,"mau download apk ini lagi ngga bisa,sampe ngapus 3apk sekaligus cuma buat download lagi tapi pecuma tetep ngga bisa diperbaikin dong",3,0,2026-07-01 14:36:00
wkwkwk,saya tidak bisa memesan padahal stok barang masih ada,1,0,2026-07-01 14:35:02
Sofa Safi,hp Bu hu no Bu,1,0,2026-07-01 14:32:44
Jaemin J,"iklan terlalu maksa, di aplikasi mnapun slalu ada iklan apk ini",1,0,2026-07-01 14:31:52
39khoirul anwar,kenapa tiba tiba di shope ini membeli google play Microsoft word dengan paylater saya terus terang tidak tau tiba tiba ada tagihan sangat mengecewakan tanpa sepengetahuan saya tiba tiba ada tagihan tolong kembalikan pengembalian dana saya,1,0,2026-07-01 14:31:16
Yunita Baru,mending lo redup aja,1,0,2026-07-01 14:30:51
Julia,terlalu banyak iklan,1,0,2026-07-01 14:29:34
Fitriani,"kenapa sekarang penjual n toko nya banyak penipu dan tidak amanah,tolonglah di seleksi lagi.banyak toko yang penipu dan tidak amanah.kecewa",2,1,2026-07-01 14:28:51
Mardiansyah Sahulau,aplikasi shopee mantap. aku suka,5,0,2026-07-01 14:26:48
Achmad,tidak bisa buat cod,2,0,2026-07-01 14:26:43
Putri naila,belanja di sini sangat sangat puas,5,0,2026-07-01 14:26:27
Rusminah,kebanyakan iklan,1,0,2026-07-01 14:26:11
Hendri Maryanto,Shopee tempat belanja online terpercaya.,5,0,2026-07-01 14:25:32
ADIMAS RIZKY,"aplikasi puqy, iklan paling maksa anyeng",1,0,2026-07-01 14:25:08
Naufal,Shopee pilihan saya ox,5,0,2026-07-01 14:24:55
Amri Hidayat,4 sikat gigi dan 2 odol ukuran sedang masak kena sub pengiriman khusus 48k. Di tulis berat 6.1 kg. Luar Biasa.,1,2,2026-07-01 14:23:20
Nafra Saragih,shopee ini knpa sekarang makin ribet & aneh peraturan nya..sya sudah membayar cicilan bulan ini sesuai nominal tagihan sya..tp pas udh di bayar..limit yg di kembalikan slalu GK sesuai pembayaran sya..& udh trjadi bbrapa kali pembayaran..tolong lah pihak shopee penjelasan akun di tinjau sgala..pdahal akun sya tidak ada mslh apapun..makin GK jelas aja peraturan kalian..itu sisa2 limit sya pada di kemanain itu..lapor CS jg gda solusi..,1,0,2026-07-01 14:22:41
Ida Winengsih,Semoga lebih sukses 👍,5,0,2026-07-01 14:22:08
Budi Antoro,pelanan OK banget buat konsumen.,5,0,2026-07-01 14:21:30
Ikhsan putrapriatna,membuat depresi semua orang jika dan selalu banyak iklan di berbagai platfrom.,1,0,2026-07-01 14:20:16
devika vanindya,nyebelin kalo iklan,1,0,2026-07-01 14:19:50
Giaramanda Com.,sangat suka berbelanja di shopee,5,0,2026-07-01 14:19:42
Mega Ega,😘😘,5,0,2026-07-01 14:19:31
Acyd TMVN,Shopee toIoI,1,0,2026-07-01 14:19:12
M. Ade Yusuf,"ayo semua pake dns, biar terhindar dari iklan shopee gila. masa mau **** malah kebuka shopee. Kita mau **** bukan mau shoping.",1,0,2026-07-01 14:17:48
Juliany Salsabila,"bikin iklan ga ngotak, belum pencet apa apa udh masuk ke aplikasi sialan ini. mending pindah deh jangan pake shopee, bener bener buruk banget. lu aplikasi belanja apa situs hama.",1,0,2026-07-01 14:15:52
Syarifah Nafilah,"Beruntung banget bisa terus belanja di shopee ,meskipun hp saya kurang muat ya jadi kadang suka nge lag, tapi lumayan lah masih bisa , karena belanja di shopee banyak diskon & gratis ongkir nya ,pilihan produk nya juga banyak ,pantesan ya banyak artis pakai shopee",5,0,2026-07-01 14:15:00
yati jumi,"suka make si,tp sell singapore.",3,0,2026-07-01 14:14:56
Nofia Usman,bagus,5,0,2026-07-01 14:14:55
Albara Zulfikar,"apk pemaksaan untuk di download, kalau di klik icon silang tetap mengarah ke dalam apkny",1,0,2026-07-01 14:12:47
sudiyanto yanto,sayang cuma satu batere tempat ces y minim 2,5,0,2026-07-01 14:12:33
Muhamad Ridwan,pengiriman lambat jauh dari estimasi,1,0,2026-07-01 14:10:59
NOVA RIYANTI,tolong saya setelah menginstal ini apk langsung ngeleq kebanyakan memorinya,2,0,2026-07-01 14:10:51
Wiwit Widiya,bayar utang,5,0,2026-07-01 14:10:26
Anisa Azzahra,"pesanan saya dibatalkan secara otomatis oleh sistem dengan alasan terdeteksi aktivitas tidak wajar, padahal saya hanya melakukan pembelian biasa menggunakan voucher diskon 50%. akibatnya, saya kehilangan kesempatan mendapatkan promo tersebut dan harus menunggu proses pengembalian dana hingga 1 hari kerja. pengalaman belanja ini cukup mengecewakan dan saya berharap sistem deteksi Shopee dapat ditingkatkan agar tidak merugikan pelanggan.",1,0,2026-07-01 14:10:01
Ishilah Ishyana,aplikasi perbelanjaan yang sangat membantu,5,0,2026-07-01 14:09:42
Barita Marpaung,"saya terganggu dengan pernyataan yg bolak balik ke aplikasi ini ,tolong jangan berulang ulang",1,0,2026-07-01 14:08:57
Alif Munazar,saya suka berbelanja di aplikasi ini,4,0,2026-07-01 14:06:56
Virna Virna,iklan maksa,1,0,2026-07-01 14:06:53
Shakila Visia,sangat membantu,5,0,2026-07-01 14:06:53
ceshi nyaa,"iklannya terlalu maksa, ganggu banget",1,0,2026-07-01 14:05:55
Keandra Athalla,"iklannya maksa , tanda x nya nipu jadi masuk ke playstore tolong iklan nya jangan maksa",1,0,2026-07-01 14:05:45
Muhamad haris,good,5,0,2026-07-01 14:04:35
khairunnisa,"udah pencet tombol silang di iklannya, tetep aja tuh masuk ke aplikasinya. bahkan kadang kadang lagi buka aplikasi lain malah tiba tiba pindah ke Shopee.",1,0,2026-07-01 14:03:35
Diah Yustikasari,"knp skrg tidak bs review barang yg sudah dibeli, sudah tanya cs yg jawab AI terus. payah kalau ga ada fitur review ngeri mau blanja. mending ke toko ijo",1,0,2026-07-01 14:02:42
Harmony Raya,"iklannya rese banget sumpah, saran akuain kali kalau buat iklan jangan nyusahin. iklan dominos island aja ga rese, masa iklan shopee rese.",1,0,2026-07-01 14:01:55
riko raihan,sangat membantu,5,0,2026-07-01 14:01:43
Hardi syam,sugoii,5,0,2026-07-01 14:01:23
Tiara Khairuna putri,"kerenn bgus"" top pokoknya",5,0,2026-07-01 14:01:01
adiman setiawan,"Kurir nya belum bisa menjadi kurir yang kompeten, tidak bekerja sesuai dengan job nya, sampai-sampai paket saya ke retur kembali, padahal belum ada info atau keterangan dari saya sebagai yang pesan paket",1,0,2026-07-01 13:59:41
Green laundry Laundry,sangat bagus sekali 👍👍👍,5,0,2026-07-01 13:58:57
Dillon Lim,sebenarnya bagus cuma iklan mu loh itu shoppe waktu ada iklan kepencet dikit langsung masuk ke shoppe habis itu sering ada tombol X yang menjebak,4,0,2026-07-01 13:56:43
arifan bldw,nyaman kalau beli barang lewat aplikasi shopee,5,0,2026-07-01 13:56:21
Desi Kusumawati,bagus,4,0,2026-07-01 13:56:11
Muhammad Ramadhan Rifai,iklan tuh jangan maksa,1,0,2026-07-01 13:54:20
Yunita Y.L,sangat bagus,5,0,2026-07-01 13:53:17
Ambar Wigati,tolong admin untuk barang barang original di tautkan ke perusahaan pembuat produknya. agar barang yang kwalitas original dan tiruan atau kw bisa terpisah atau terdeteksi atau ada kwalifikasi. agar pembeli tidak merasa tertipu dengan yang kwalitas original dan tiruan. makasih,5,0,2026-07-01 13:52:51
Noferman,aplikasi pengalaman berbelanja sangat responsif. semoga kinerja penjualan dan konsumen tetap dipertahankan,5,0,2026-07-01 13:52:21
swijin Lie,seluruh merchant / toko penipu barang palsu,1,0,2026-07-01 13:52:16
Meylin 05,banyak iklan🙏🏻,1,0,2026-07-01 13:52:07
Nazwa Afika,pls shopee kalo iklan jangn kelamaan dong hadeu,1,0,2026-07-01 13:51:26
Abad Ebets,"I kasih tau buat yg belanja khususnya, yg langganan aplikasi online kayak Netflix,capcut, dll pokoknya yg GK ada barangnya, hati hati kalo ada toko yg maksa minta beli lagi produknya, dan berkedok garansi, banyak dari mereka yang GK jujur, dan I udh kapok, dan anehnya kok bisa shopee memperbolehkan toko yg GK jelas dan udh star, dan anehnya tokoknya tiba tiba hilang, jadi hati hati guys, saya sudah jadi korban dan cukup kecewa, lain kali tolong shoppe di perketat lagi untuk yang selernya",1,0,2026-07-01 13:51:02
Setyo Rini,iklan nya maksa bgt tolong di kondisikan saya sedang membuat tugas ada iklan sopi hasil tugas saya hilang semua karena login sopi,1,0,2026-07-01 13:49:51
Phoenix Fajar,Bagus.. saya Suka,5,0,2026-07-01 13:49:48
Susyanti Lubis,"responnya luambat sekali, dilihat jaringan mah bagus aja, tapi tidak responsif banget, bete",1,0,2026-07-01 13:47:09
Gilga Kun,"iklan terlalu maksa, tiap buka apk ini apk itu web ini web itu ni iklan muncul terus. ganggu, tau ga? buat apa buat iklan sana sini padahal shoppe udh gede bngt. bikin malas kalau udh keluar iklan lu, kurangin aja ga guna bngt",1,0,2026-07-01 13:46:56
Afifah Mutiara,"iklan lu kurangin kampung, dimana2 iklan, buka apk ini itu nemu iklan lu mulu",1,0,2026-07-01 13:46:53
Keylee Virlyna,Iklan ny ganggu bgt,1,0,2026-07-01 13:44:50
Awanda RK,apk gj maksa untuk masuk ke web nya,1,0,2026-07-01 13:44:46
Grimjow 03,Kenapa shopee tidak bisa memblokir akun yang menggunakan platformnya untuk tindak kriminal Padahal punya akses untuk melakukannya,1,0,2026-07-01 13:42:51
cidin,lmaaa kli dowlot nya sama bnyk iklan,3,0,2026-07-01 13:41:11
ADUL GUNDUL,baguss,5,0,2026-07-01 13:41:10
Intan Noviana,intinya apk nya jelek banyak iklan di semua aplikasi jangan maksa gitu donk,1,0,2026-07-01 13:40:45
Heri Yanto,tidak bermutu...pesan COD rata2 gagal tidak bisa.padahal saya pesan COD sudah sering..kenapa skrg sering muncul pemblokiran cod.padahal tak pernah membatalkan pesanan.tak pernah retur..kok makin tak berkualitas sopy ya..,1,0,2026-07-01 13:40:22
Amin Aja,"banyak diskonnya,GK mengecewakan",5,0,2026-07-01 13:39:13
Arumy,"iklanny maksa banget, setiap buka website atau apalah gitu pasti ada iklan shopee, pas mw pencet 'x' malah masuk ke apk ny, udh coba keluar malah MASUK lgi ke apk ny(sering terjadi), iklanny jga lama bet anjir, plis iklanny kurang-kurangin klo engga di pendekin gitu iklanny😭😭",1,0,2026-07-01 13:38:47
Cherrya Cherrya,iklannya maksa banget apaan dah,1,0,2026-07-01 13:38:30
nisawW,"IKLAN NYA CAPER BANGET ASU, di mana mana iklan shoope, kadang tombol silang nya palsu, ngerepotin.",1,0,2026-07-01 13:37:10
Yanti Putri,"aplikasi tukang maksa, udahlah Cok kalo mau iklan sewajarnya aja bngst gak usah maksa, nyampah banget puki",1,0,2026-07-01 13:35:51
kuslan lan,"aplikasi yang klo iklan ke PEDEAN PAKEK BNGT,pdhal udah d pencet tanda silang eh mala ke buka ke apknya,ganggu bngt si",1,0,2026-07-01 13:35:21
